Number,Associated,TaxRank,MinScore,NextMaxScore
20965,Sepvirinae,Subfamily,69:07:00,47:03:00
3043,Peduovirinae,Subfamily,385:06:00,
10816,Bclasvirinae,Subfamily,140:01:00,
28492,Spounavirinae,Subfamily,71:04:00,42:03:00
15985,Bastillevirinae,Subfamily,97:03:00,
11153,Mclasvirinae,Subfamily,102:09:00,38:03:00
14365,Arquatrovirinae,Subfamily,104:05:00,
9741,Peduovirinae,Subfamily,102:08:00,62:08:00
11684,Ounavirinae,Subfamily,33:08:00,
902,Picovirinae,Subfamily,275:01:00,46:04:00
6099,Peduovirinae,Subfamily,39:05:00,
17749,Arquatrovirinae,Subfamily,77:06:00,
585,Sepvirinae,Subfamily,249:00:00,120:07:00
5515,Peduovirinae,Subfamily,93:05:00,
9903,Picovirinae,Subfamily,261:09:00,118:06:00
4827,Vequintavirinae,Subfamily,174:02:00,
10271,Sepvirinae,Subfamily,51:02:00,
18149,Mccleskeyvirinae,Subfamily,32:01:00,
3086,Sepvirinae,Subfamily,78:07:00,
15871,Bclasvirinae,Subfamily,195:09:00,184:01:00
16596,Peduovirinae,Subfamily,36:03:00,
19794,Vequintavirinae,Subfamily,174:09:00,155:05:00
26289,Peduovirinae,Subfamily,32:06:00,
16088,Bastillevirinae,Subfamily,367:01:00,
20959,Sepvirinae,Subfamily,724:08:00,
20957,Sepvirinae,Subfamily,539:07:00,
26141,Peduovirinae,Subfamily,132:02:00,
6096,Peduovirinae,Subfamily,95:03:00,
12678,Peduovirinae,Subfamily,135:05:00,
14517,Mclasvirinae,Subfamily,106:03:00,
1994,Arquatrovirinae,Subfamily,257:02:00,
16679,Arquatrovirinae,Subfamily,55:08:00,
26458,Nclasvirinae,Subfamily,508:07:00,231:06:00
24475,Peduovirinae,Subfamily,180:03:00,123:09:00
1955,Picovirinae,Subfamily,50:07:00,45:00:00
11722,Ounavirinae,Subfamily,54:04:00,44:03:00
11524,Ounavirinae,Subfamily,420:08:00,161:09:00
18409,Tunavirinae,Subfamily,32:04:00,
8781,Jasinkavirinae,Subfamily,109:05:00,82:04:00
28383,Tevenvirinae,Subfamily,260:02:00,56:01:00
12466,Arquatrovirinae,Subfamily,70:07:00,
24601,Tevenvirinae,Subfamily,182:02:00,59:03:00
27865,Peduovirinae,Subfamily,350:05:00,
11108,Dclasvirinae,Subfamily,64:00:00,59:07:00
12665,Nclasvirinae,Subfamily,294:05:00,244:08:00
26107,Peduovirinae,Subfamily,53:08:00,33:06:00
27866,Peduovirinae,Subfamily,205:08:00,
14896,Arquatrovirinae,Subfamily,278:03:00,58:03:00
16931,Ounavirinae,Subfamily,65:08:00,65:04:00
20958,Sepvirinae,Subfamily,548:02:00,
29234,Spounavirinae,Subfamily,39:03:00,
13133,Tevenvirinae,Subfamily,63:07:00,
12689,Peduovirinae,Subfamily,142:00:00,36:05:00
4806,Sepvirinae,Subfamily,131:04:00,
12685,Peduovirinae,Subfamily,33:03:00,
22046,Pclasvirinae,Subfamily,71:02:00,39:05:00
20953,Sepvirinae,Subfamily,137:09:00,33:03:00
5590,Nymbaxtervirinae,Subfamily,76:02:00,
564,Sepvirinae,Subfamily,55:06:00,
23316,Brockvirinae,Subfamily,32:04:00,
4828,Vequintavirinae,Subfamily,206:08:00,
16831,Spounavirinae,Subfamily,120:05:00,38:05:00
16667,Arquatrovirinae,Subfamily,330:06:00,
12389,Chebruvirinae,Subfamily,139:01:00,122:09:00
26714,Tevenvirinae,Subfamily,41:01:00,37:09:00
14546,Arquatrovirinae,Subfamily,289:06:00,276:08:00
11538,Ounavirinae,Subfamily,304:02:00,57:05:00
8680,Jasinkavirinae,Subfamily,59:01:00,34:01:00
544,Sepvirinae,Subfamily,196:06:00,111:08:00
14659,Dclasvirinae,Subfamily,136:00:00,
16668,Arquatrovirinae,Subfamily,39:05:00,
934,Bclasvirinae,Subfamily,130:07:00,92:09:00
11496,Ounavirinae,Subfamily,165:02:00,62:06:00
12683,Peduovirinae,Subfamily,67:09:00,41:05:00
10254,Sepvirinae,Subfamily,229:08:00,
583,Sepvirinae,Subfamily,102:07:00,93:03:00
16496,Twortvirinae,Subfamily,287:07:00,
16830,Picovirinae,Subfamily,36:09:00,
11622,Guernseyvirinae,Subfamily,179:08:00,
6102,Peduovirinae,Subfamily,109:03:00,101:06:00
5725,Guernseyvirinae,Subfamily,37:06:00,34:08:00
14625,Dclasvirinae,Subfamily,234:02:00,42:05:00
11569,Ounavirinae,Subfamily,146:04:00,129:01:00
18731,Mclasvirinae,Subfamily,63:04:00,62:03:00
14897,Arquatrovirinae,Subfamily,94:07:00,
1947,Peduovirinae,Subfamily,65:07:00,57:06:00
26147,Peduovirinae,Subfamily,342:09:00,
27234,Guernseyvirinae,Subfamily,85:05:00,70:07:00
11719,Tunavirinae,Subfamily,296:08:00,124:05:00
26502,Sepvirinae,Subfamily,54:03:00,47:00:00
13783,Tunavirinae,Subfamily,145:05:00,
19817,Sepvirinae,Subfamily,34:01:00,
12554,Sepvirinae,Subfamily,53:00:00,38:04:00
4803,Sepvirinae,Subfamily,52:04:00,
20753,Sepvirinae,Subfamily,228:02:00,
18726,Arquatrovirinae,Subfamily,82:08:00,
10252,Sepvirinae,Subfamily,100:06:00,
5723,Ounavirinae,Subfamily,245:07:00,57:09:00
1946,Peduovirinae,Subfamily,39:02:00,36:09:00
10269,Sepvirinae,Subfamily,34:02:00,
10257,Sepvirinae,Subfamily,157:04:00,38:03:00
4610,Tevenvirinae,Subfamily,144:02:00,57:03:00
9719,Ounavirinae,Subfamily,163:03:00,
11105,Mclasvirinae,Subfamily,612:08:00,584:05:00
2004,Spounavirinae,Subfamily,100:08:00,100:06:00
12470,Mclasvirinae,Subfamily,332:00:00,78:08:00
14088,Ounavirinae,Subfamily,55:04:00,51:04:00
11503,Ounavirinae,Subfamily,135:06:00,57:04:00
26153,Sepvirinae,Subfamily,101:02:00,
8606,Sepvirinae,Subfamily,151:00:00,64:08:00
4947,Jasinkavirinae,Subfamily,259:07:00,258:02:00
10797,Bclasvirinae,Subfamily,87:06:00,
18711,Peduovirinae,Subfamily,31:07:00,
8327,Ounavirinae,Subfamily,205:03:00,172:06:00
19807,Sepvirinae,Subfamily,77:01:00,
12583,Sepvirinae,Subfamily,1371:01:00,
1993,Arquatrovirinae,Subfamily,251:06:00,
10247,Sepvirinae,Subfamily,124:06:00,64:02:00
27235,Guernseyvirinae,Subfamily,127:00:00,89:04:00
24355,Bclasvirinae,Subfamily,79:03:00,46:04:00
5966,Eucampyvirinae,Subfamily,105:01:00,53:00:00
27989,Nclasvirinae,Subfamily,139:09:00,
4949,Bastillevirinae,Subfamily,83:00:00,40:02:00
5021,Chebruvirinae,Subfamily,121:05:00,
16842,Nclasvirinae,Subfamily,225:03:00,216:05:00
26296,Peduovirinae,Subfamily,38:06:00,37:05:00
11718,Tunavirinae,Subfamily,168:00:00,155:04:00
10245,Sepvirinae,Subfamily,119:05:00,113:07:00
560,Sepvirinae,Subfamily,63:01:00,60:09:00
11720,Vequintavirinae,Subfamily,121:03:00,89:08:00
586,Sepvirinae,Subfamily,134:03:00,119:00:00
5350,Tevenvirinae,Subfamily,105:04:00,78:03:00
9733,Tunavirinae,Subfamily,32:00:00,
20954,Sepvirinae,Subfamily,106:05:00,32:02:00
12476,Mclasvirinae,Subfamily,48:04:00,33:02:00
23653,Vequintavirinae,Subfamily,121:09:00,36:06:00
10253,Sepvirinae,Subfamily,525:09:00,31:06:00
1983,Arquatrovirinae,Subfamily,34:07:00,
20552,Peduovirinae,Subfamily,50:02:00,43:04:00
12550,Sepvirinae,Subfamily,166:04:00,36:09:00
19796,Sepvirinae,Subfamily,33:00:00,
3028,Peduovirinae,Subfamily,70:08:00,51:06:00
5327,Ounavirinae,Subfamily,237:08:00,133:02:00
7250,Bastillevirinae,Subfamily,158:04:00,138:09:00
8627,Peduovirinae,Subfamily,185:09:00,110:02:00
11699,Peduovirinae,Subfamily,101:02:00,56:04:00
8406,Tunavirinae,Subfamily,134:02:00,
14847,Nymbaxtervirinae,Subfamily,159:00:00,
28200,Cvivirinae,Subfamily,138:01:00,133:07:00
20528,Sepvirinae,Subfamily,35:04:00,
29249,Picovirinae,Subfamily,200:04:00,
3093,Peduovirinae,Subfamily,74:01:00,
8605,Sepvirinae,Subfamily,110:03:00,69:04:00
6092,Peduovirinae,Subfamily,47:06:00,47:02:00
596,Sepvirinae,Subfamily,176:00:00,174:01:00
5532,Sepvirinae,Subfamily,472:09:00,129:09:00
11536,Ounavirinae,Subfamily,328:05:00,249:04:00
9722,Ounavirinae,Subfamily,479:03:00,290:09:00
23724,Arquatrovirinae,Subfamily,73:04:00,33:01:00
3094,Peduovirinae,Subfamily,138:03:00,
317,Tunavirinae,Subfamily,38:04:00,38:03:00
12380,Tevenvirinae,Subfamily,263:06:00,75:02:00
5342,Bclasvirinae,Subfamily,361:04:00,313:02:00
760,Peduovirinae,Subfamily,163:08:00,113:09:00
8621,Peduovirinae,Subfamily,168:01:00,50:00:00
27551,Picovirinae,Subfamily,107:03:00,
8402,Guernseyvirinae,Subfamily,441:09:00,243:04:00
4714,Arquatrovirinae,Subfamily,31:04:00,
30322,Peduovirinae,Subfamily,187:02:00,135:00:00
10486,Ounavirinae,Subfamily,105:04:00,98:02:00
6091,Peduovirinae,Subfamily,43:04:00,41:07:00
24210,Peduovirinae,Subfamily,63:07:00,38:02:00
5603,Peduovirinae,Subfamily,35:07:00,
9505,Peduovirinae,Subfamily,62:05:00,43:02:00
14760,Nclasvirinae,Subfamily,171:01:00,169:07:00
23121,Brockvirinae,Subfamily,59:09:00,39:07:00
22583,Peduovirinae,Subfamily,55:04:00,48:07:00
22025,Sepvirinae,Subfamily,222:03:00,100:05:00
11706,Sepvirinae,Subfamily,135:01:00,77:00:00
4995,Sepvirinae,Subfamily,97:09:00,
20565,Pclasvirinae,Subfamily,451:06:00,443:02:00
12299,Vequintavirinae,Subfamily,62:09:00,53:07:00
1902,Guernseyvirinae,Subfamily,437:03:00,69:04:00
8337,Nymbaxtervirinae,Subfamily,79:02:00,
26142,Peduovirinae,Subfamily,115:02:00,61:04:00
16060,Bastillevirinae,Subfamily,189:03:00,48:00:00
11119,Mclasvirinae,Subfamily,117:01:00,106:02:00
1981,Arquatrovirinae,Subfamily,301:04:00,240:02:00
10248,Sepvirinae,Subfamily,130:05:00,103:09:00
9717,Ounavirinae,Subfamily,655:06:00,417:00:00
20749,Sepvirinae,Subfamily,156:05:00,49:07:00
23730,Cvivirinae,Subfamily,300:01:00,297:00:00
949,Vequintavirinae,Subfamily,189:05:00,143:09:00
4951,Guernseyvirinae,Subfamily,39:06:00,35:00:00
5507,Dclasvirinae,Subfamily,173:09:00,94:06:00
26170,Spounavirinae,Subfamily,52:02:00,
10494,Peduovirinae,Subfamily,132:05:00,103:05:00
14686,Dclasvirinae,Subfamily,137:02:00,39:06:00
1970,Sepvirinae,Subfamily,94:07:00,90:05:00
6168,Twortvirinae,Subfamily,60:04:00,
12390,Arquatrovirinae,Subfamily,705:01:00,430:00:00
15989,Bastillevirinae,Subfamily,232:06:00,87:04:00
10029,Tevenvirinae,Subfamily,50:06:00,49:02:00
18538,Bastillevirinae,Subfamily,205:01:00,117:09:00
25545,Spounavirinae,Subfamily,118:02:00,
4948,Sepvirinae,Subfamily,93:01:00,68:00:00
30360,Eucampyvirinae,Subfamily,44:05:00,38:00:00
3009,Spounavirinae,Subfamily,49:01:00,35:09:00
26758,Tevenvirinae,Subfamily,551:00:00,337:05:00
4936,Nclasvirinae,Subfamily,126:09:00,121:08:00
15973,Bastillevirinae,Subfamily,395:04:00,281:06:00
10249,Sepvirinae,Subfamily,177:06:00,154:06:00
5698,Dclasvirinae,Subfamily,108:04:00,100:06:00
11920,Tevenvirinae,Subfamily,121:08:00,109:08:00
16320,Nclasvirinae,Subfamily,149:05:00,53:08:00
9461,Twortvirinae,Subfamily,210:02:00,190:03:00
11712,Nymbaxtervirinae,Subfamily,72:00:00,54:06:00
28387,Tevenvirinae,Subfamily,175:07:00,58:09:00
20553,Vequintavirinae,Subfamily,98:09:00,91:02:00
10485,Bastillevirinae,Subfamily,75:03:00,74:05:00
5192,Twortvirinae,Subfamily,115:09:00,87:02:00
11500,Ounavirinae,Subfamily,97:06:00,92:09:00
1880,Bastillevirinae,Subfamily,289:09:00,288:02:00
11169,Mclasvirinae,Subfamily,109:06:00,99:04:00
6726,Tevenvirinae,Subfamily,56:07:00,51:01:00
20876,Tevenvirinae,Subfamily,147:07:00,109:09:00
10371,Eucampyvirinae,Subfamily,190:01:00,136:04:00
5539,Bclasvirinae,Subfamily,90:03:00,83:08:00
22068,Dclasvirinae,Subfamily,40:01:00,40:00:00
3378,Twortvirinae,Subfamily,65:07:00,59:08:00
11697,Peduovirinae,Subfamily,88:04:00,71:01:00
12335,Tevenvirinae,Subfamily,87:05:00,76:07:00
2388,Peduovirinae,Subfamily,186:05:00,76:02:00
10439,Eucampyvirinae,Subfamily,108:03:00,46:00:00
4840,Twortvirinae,Subfamily,188:06:00,72:05:00
6738,Vequintavirinae,Subfamily,352:06:00,304:07:00
1264,Mccleskeyvirinae,Subfamily,203:01:00,86:01:00
18789,Arquatrovirinae,Subfamily,72:04:00,70:08:00
26822,Tevenvirinae,Subfamily,236:06:00,149:04:00
16962,Dclasvirinae,Subfamily,203:07:00,159:09:00
11276,Mccleskeyvirinae,Subfamily,135:05:00,63:07:00
6170,Bastillevirinae,Subfamily,132:07:00,129:08:00
3076,Sepvirinae,Subfamily,231:04:00,227:03:00
14301,Nclasvirinae,Subfamily,88:00:00,53:00:00
29245,Picovirinae,Subfamily,209:02:00,71:09:00
4543,Tevenvirinae,Subfamily,36:00:00,
12906,Tevenvirinae,Subfamily,31:06:00,
28874,Tunavirinae,Subfamily,186:02:00,
4625,Tevenvirinae,Subfamily,56:05:00,33:06:00
11949,Tevenvirinae,Subfamily,153:02:00,
17272,Peduovirinae,Subfamily,124:04:00,
19752,Nclasvirinae,Subfamily,33:09:00,
30317,Cvivirinae,Subfamily,37:03:00,
22385,Tevenvirinae,Subfamily,42:09:00,
13676,Ounavirinae,Subfamily,93:05:00,77:04:00
10244,Sepvirinae,Subfamily,103:03:00,
28797,Vequintavirinae,Subfamily,400:01:00,46:00:00
27710,Pclasvirinae,Subfamily,161:00:00,
29094,Vequintavirinae,Subfamily,124:02:00,
26575,Sepvirinae,Subfamily,42:05:00,
4673,Tevenvirinae,Subfamily,39:06:00,
4412,Tevenvirinae,Subfamily,33:03:00,
23040,Vequintavirinae,Subfamily,46:02:00,
12363,Tevenvirinae,Subfamily,117:00:00,
14645,Dclasvirinae,Subfamily,898:08:00,
12545,Sepvirinae,Subfamily,212:08:00,
16082,Bastillevirinae,Subfamily,66:06:00,47:08:00
14255,Nclasvirinae,Subfamily,59:06:00,
4502,Tevenvirinae,Subfamily,81:02:00,33:09:00
25818,Peduovirinae,Subfamily,194:06:00,193:08:00
14708,Dclasvirinae,Subfamily,278:00:00,
13979,Pclasvirinae,Subfamily,186:01:00,156:05:00
13949,Sepvirinae,Subfamily,125:08:00,
584,Sepvirinae,Subfamily,125:03:00,
16014,Bastillevirinae,Subfamily,206:03:00,73:09:00
11531,Ounavirinae,Subfamily,64:04:00,
16084,Bastillevirinae,Subfamily,95:01:00,63:06:00
14523,Pclasvirinae,Subfamily,38:09:00,
22058,Bclasvirinae,Subfamily,49:02:00,
6246,Twortvirinae,Subfamily,222:03:00,
11301,Mccleskeyvirinae,Subfamily,156:04:00,
29199,Vequintavirinae,Subfamily,53:05:00,
11593,Ounavirinae,Subfamily,94:05:00,
11544,Ounavirinae,Subfamily,95:00:00,73:06:00
4629,Tevenvirinae,Subfamily,54:05:00,
23879,Sepvirinae,Subfamily,98:09:00,93:00:00
4464,Tevenvirinae,Subfamily,43:00:00,
15960,Arquatrovirinae,Subfamily,160:02:00,138:01:00
22337,Nclasvirinae,Subfamily,107:00:00,
10693,Twortvirinae,Subfamily,60:09:00,40:07:00
15904,Bclasvirinae,Subfamily,37:00:00,
22027,Sepvirinae,Subfamily,121:01:00,
4499,Tevenvirinae,Subfamily,37:06:00,
4628,Tevenvirinae,Subfamily,91:09:00,
12334,Tevenvirinae,Subfamily,37:06:00,
4505,Tevenvirinae,Subfamily,83:01:00,
8620,Peduovirinae,Subfamily,139:04:00,32:04:00
4491,Tevenvirinae,Subfamily,42:08:00,
14254,Chebruvirinae,Subfamily,111:09:00,
12333,Tevenvirinae,Subfamily,50:07:00,
16076,Bastillevirinae,Subfamily,88:02:00,56:08:00
6094,Peduovirinae,Subfamily,143:09:00,
4504,Tevenvirinae,Subfamily,308:05:00,
4501,Tevenvirinae,Subfamily,348:01:00,
6129,Twortvirinae,Subfamily,71:09:00,
27535,Mclasvirinae,Subfamily,52:01:00,
14552,Mclasvirinae,Subfamily,151:01:00,
16689,Arquatrovirinae,Subfamily,75:02:00,36:00:00
22026,Sepvirinae,Subfamily,188:02:00,35:05:00
27685,Tunavirinae,Subfamily,40:01:00,
19781,Twortvirinae,Subfamily,238:04:00,218:05:00
4671,Tevenvirinae,Subfamily,77:01:00,
10237,Sepvirinae,Subfamily,133:09:00,
23536,Tevenvirinae,Subfamily,80:00:00,
22380,Tevenvirinae,Subfamily,37:00:00,
14190,Pclasvirinae,Subfamily,114:09:00,87:02:00
762,Peduovirinae,Subfamily,110:04:00,62:00:00
15689,Pclasvirinae,Subfamily,201:02:00,
4638,Tevenvirinae,Subfamily,55:05:00,
10942,Pclasvirinae,Subfamily,67:08:00,
28335,Cvivirinae,Subfamily,88:03:00,43:09:00
20548,Bastillevirinae,Subfamily,40:05:00,
14268,Nymbaxtervirinae,Subfamily,165:06:00,
12540,Sepvirinae,Subfamily,135:01:00,35:07:00
4465,Tevenvirinae,Subfamily,37:05:00,
12474,Nclasvirinae,Subfamily,86:06:00,
7890,Vequintavirinae,Subfamily,38:03:00,35:07:00
4489,Tevenvirinae,Subfamily,44:04:00,
4474,Tevenvirinae,Subfamily,64:07:00,
19816,Sepvirinae,Subfamily,136:08:00,122:06:00
4482,Tevenvirinae,Subfamily,34:04:00,
13331,Cvivirinae,Subfamily,142:09:00,130:09:00
4605,Tevenvirinae,Subfamily,32:02:00,
4446,Tevenvirinae,Subfamily,70:02:00,
4435,Tevenvirinae,Subfamily,44:04:00,
4592,Tevenvirinae,Subfamily,114:06:00,
22656,Tevenvirinae,Subfamily,34:06:00,32:07:00
24547,Tevenvirinae,Subfamily,38:03:00,
4436,Tevenvirinae,Subfamily,32:02:00,
13989,Mclasvirinae,Subfamily,121:07:00,
5832,Mclasvirinae,Subfamily,370:03:00,241:05:00
27723,Bastillevirinae,Subfamily,195:01:00,
22590,Tevenvirinae,Subfamily,32:00:00,
4518,Tevenvirinae,Subfamily,79:08:00,33:04:00
22809,Tevenvirinae,Subfamily,33:07:00,
16086,Bastillevirinae,Subfamily,100:00:00,
4585,Tevenvirinae,Subfamily,32:03:00,
23627,Vequintavirinae,Subfamily,150:07:00,
22791,Bastillevirinae,Subfamily,71:07:00,
27680,Peduovirinae,Subfamily,128:05:00,
16693,Arquatrovirinae,Subfamily,174:00:00,94:09:00
12371,Tevenvirinae,Subfamily,32:03:00,
20886,Tevenvirinae,Subfamily,32:05:00,
22345,Nclasvirinae,Subfamily,167:06:00,52:09:00
8617,Peduovirinae,Subfamily,99:08:00,
14231,Nclasvirinae,Subfamily,33:00:00,
4444,Tevenvirinae,Subfamily,87:08:00,
21041,Bastillevirinae,Subfamily,145:06:00,
4644,Tevenvirinae,Subfamily,122:09:00,
14039,Bclasvirinae,Subfamily,139:03:00,
13778,Tunavirinae,Subfamily,133:02:00,
26304,Pclasvirinae,Subfamily,47:03:00,
4662,Tevenvirinae,Subfamily,90:02:00,31:09:00
14271,Nclasvirinae,Subfamily,107:06:00,
23656,Vequintavirinae,Subfamily,108:07:00,37:09:00
4624,Tevenvirinae,Subfamily,44:00:00,
4603,Tevenvirinae,Subfamily,85:08:00,
4506,Tevenvirinae,Subfamily,34:03:00,
10834,Bclasvirinae,Subfamily,31:09:00,
14016,Pclasvirinae,Subfamily,41:08:00,33:08:00
4486,Tevenvirinae,Subfamily,36:01:00,
4451,Tevenvirinae,Subfamily,446:03:00,
10258,Sepvirinae,Subfamily,171:00:00,
23049,Vequintavirinae,Subfamily,130:05:00,64:02:00
11584,Ounavirinae,Subfamily,145:07:00,
12441,Chebruvirinae,Subfamily,95:00:00,
12557,Sepvirinae,Subfamily,94:04:00,
4556,Tevenvirinae,Subfamily,71:03:00,41:00:00
12541,Sepvirinae,Subfamily,329:00:00,
4448,Tevenvirinae,Subfamily,46:06:00,
576,Sepvirinae,Subfamily,170:00:00,164:02:00
26429,Bastillevirinae,Subfamily,38:00:00,
23646,Vequintavirinae,Subfamily,94:00:00,
4611,Tevenvirinae,Subfamily,51:01:00,
5283,Tevenvirinae,Subfamily,111:00:00,32:03:00
4613,Tevenvirinae,Subfamily,44:07:00,
12578,Sepvirinae,Subfamily,76:08:00,
20960,Sepvirinae,Subfamily,201:03:00,
15699,Pclasvirinae,Subfamily,143:01:00,
4475,Tevenvirinae,Subfamily,50:02:00,
20904,Tevenvirinae,Subfamily,31:06:00,
22810,Tevenvirinae,Subfamily,33:05:00,
26459,Pclasvirinae,Subfamily,34:09:00,
14590,Mclasvirinae,Subfamily,34:02:00,
4409,Tevenvirinae,Subfamily,64:08:00,
4437,Tevenvirinae,Subfamily,48:02:00,
4477,Tevenvirinae,Subfamily,91:09:00,71:08:00
4470,Tevenvirinae,Subfamily,48:07:00,
11626,Guernseyvirinae,Subfamily,332:02:00,
4607,Tevenvirinae,Subfamily,39:09:00,
12559,Sepvirinae,Subfamily,51:07:00,
16011,Bastillevirinae,Subfamily,259:01:00,
12556,Sepvirinae,Subfamily,49:02:00,
21007,Bastillevirinae,Subfamily,57:09:00,55:03:00
12572,Sepvirinae,Subfamily,168:02:00,
4664,Tevenvirinae,Subfamily,85:07:00,
24566,Vequintavirinae,Subfamily,107:02:00,41:09:00
26136,Peduovirinae,Subfamily,43:00:00,
24721,Ounavirinae,Subfamily,31:07:00,
10863,Bclasvirinae,Subfamily,107:02:00,
21777,Jasinkavirinae,Subfamily,138:07:00,109:01:00
4439,Tevenvirinae,Subfamily,56:02:00,
12553,Sepvirinae,Subfamily,142:07:00,
14644,Dclasvirinae,Subfamily,828:01:00,158:03:00
20751,Sepvirinae,Subfamily,94:05:00,
21833,Twortvirinae,Subfamily,201:01:00,73:02:00
26831,Tevenvirinae,Subfamily,344:08:00,41:09:00
12435,Chebruvirinae,Subfamily,713:00:00,75:06:00
4643,Tevenvirinae,Subfamily,71:08:00,
15819,Twortvirinae,Subfamily,31:01:00,
24426,Cvivirinae,Subfamily,182:07:00,176:07:00
4422,Tevenvirinae,Subfamily,56:08:00,
22374,Tevenvirinae,Subfamily,32:03:00,
4602,Tevenvirinae,Subfamily,35:07:00,
11533,Ounavirinae,Subfamily,392:08:00,
21645,Twortvirinae,Subfamily,170:04:00,
10238,Sepvirinae,Subfamily,356:01:00,
24462,Tevenvirinae,Subfamily,131:04:00,32:07:00
11568,Ounavirinae,Subfamily,153:05:00,33:02:00
15867,Bclasvirinae,Subfamily,158:03:00,
12548,Sepvirinae,Subfamily,117:08:00,43:09:00
4834,Guernseyvirinae,Subfamily,113:08:00,
14557,Mclasvirinae,Subfamily,161:04:00,
973,Vequintavirinae,Subfamily,76:00:00,
8728,Jasinkavirinae,Subfamily,88:09:00,
14205,Bastillevirinae,Subfamily,44:09:00,44:08:00
18456,Bastillevirinae,Subfamily,123:04:00,31:09:00
755,Peduovirinae,Subfamily,62:00:00,
27721,Spounavirinae,Subfamily,154:08:00,
24313,Bclasvirinae,Subfamily,31:08:00,
20963,Sepvirinae,Subfamily,213:03:00,
12472,Nymbaxtervirinae,Subfamily,66:04:00,
14553,Mclasvirinae,Subfamily,334:07:00,
16078,Bastillevirinae,Subfamily,136:00:00,45:09:00
4415,Tevenvirinae,Subfamily,55:03:00,
4676,Tevenvirinae,Subfamily,154:08:00,
20964,Sepvirinae,Subfamily,228:09:00,
20769,Tevenvirinae,Subfamily,32:08:00,
20902,Tevenvirinae,Subfamily,42:05:00,
24606,Tunavirinae,Subfamily,106:02:00,
6244,Twortvirinae,Subfamily,42:07:00,
23161,Bastillevirinae,Subfamily,92:05:00,
4616,Tevenvirinae,Subfamily,47:00:00,
22522,Sepvirinae,Subfamily,100:01:00,89:09:00
4665,Tevenvirinae,Subfamily,87:06:00,
14429,Arquatrovirinae,Subfamily,31:07:00,
10454,Eucampyvirinae,Subfamily,510:00:00,
26160,Peduovirinae,Subfamily,39:03:00,37:00:00
4497,Tevenvirinae,Subfamily,39:01:00,
754,Peduovirinae,Subfamily,47:05:00,
22081,Ounavirinae,Subfamily,109:03:00,
28121,Bastillevirinae,Subfamily,53:03:00,47:08:00
12370,Tevenvirinae,Subfamily,31:06:00,
10858,Bclasvirinae,Subfamily,60:00:00,35:01:00
29651,Tevenvirinae,Subfamily,35:00:00,33:00:00
10235,Sepvirinae,Subfamily,57:04:00,36:01:00
26505,Sepvirinae,Subfamily,35:05:00,
23764,Twortvirinae,Subfamily,84:09:00,
17252,Arquatrovirinae,Subfamily,36:01:00,
31020,Vequintavirinae,Subfamily,53:03:00,39:00:00
10870,Bclasvirinae,Subfamily,37:09:00,
22703,Twortvirinae,Subfamily,84:02:00,53:09:00
4597,Tevenvirinae,Subfamily,183:01:00,
8749,Brockvirinae,Subfamily,153:02:00,103:09:00
27694,Peduovirinae,Subfamily,117:09:00,
16081,Bastillevirinae,Subfamily,85:06:00,78:03:00
20913,Tevenvirinae,Subfamily,40:03:00,
16669,Arquatrovirinae,Subfamily,156:09:00,
14272,Nclasvirinae,Subfamily,100:09:00,91:06:00
14063,Bclasvirinae,Subfamily,45:00:00,
23626,Vequintavirinae,Subfamily,226:02:00,
4666,Tevenvirinae,Subfamily,31:09:00,
4425,Tevenvirinae,Subfamily,54:01:00,
28694,Eucampyvirinae,Subfamily,1115:04:00,
15932,Bclasvirinae,Subfamily,94:02:00,34:02:00
20966,Sepvirinae,Subfamily,31:09:00,
12571,Sepvirinae,Subfamily,126:01:00,43:03:00
4622,Tevenvirinae,Subfamily,58:08:00,
21769,Jasinkavirinae,Subfamily,71:05:00,
8654,Bastillevirinae,Subfamily,125:08:00,122:02:00
30917,Bclasvirinae,Subfamily,32:00:00,
11494,Ounavirinae,Subfamily,160:07:00,49:01:00
4514,Tevenvirinae,Subfamily,43:03:00,
4633,Tevenvirinae,Subfamily,35:08:00,
14670,Dclasvirinae,Subfamily,148:07:00,
20952,Sepvirinae,Subfamily,94:08:00,35:09:00
24466,Tevenvirinae,Subfamily,51:09:00,
11642,Guernseyvirinae,Subfamily,42:07:00,
12570,Sepvirinae,Subfamily,68:02:00,
9477,Twortvirinae,Subfamily,53:02:00,
12443,Chebruvirinae,Subfamily,158:04:00,153:09:00
27644,Vequintavirinae,Subfamily,86:02:00,41:06:00
13957,Nymbaxtervirinae,Subfamily,80:00:00,43:08:00
4411,Tevenvirinae,Subfamily,68:06:00,
19814,Sepvirinae,Subfamily,188:02:00,63:00:00
28183,Cvivirinae,Subfamily,191:08:00,183:08:00
4621,Tevenvirinae,Subfamily,33:04:00,
4657,Tevenvirinae,Subfamily,65:03:00,
4564,Tevenvirinae,Subfamily,101:04:00,
14530,Dclasvirinae,Subfamily,107:04:00,37:05:00
22272,Bclasvirinae,Subfamily,48:02:00,
5045,Picovirinae,Subfamily,48:00:00,
11611,Guernseyvirinae,Subfamily,190:01:00,
14510,Mclasvirinae,Subfamily,102:08:00,
12579,Sepvirinae,Subfamily,290:01:00,
4596,Tevenvirinae,Subfamily,91:08:00,
4598,Tevenvirinae,Subfamily,91:08:00,
