Number,Associated,TaxRank,MinScore,NextMaxScore
10844,Pegunavirus,Genus,49:05:00,36:00:00
10832,Pegunavirus,Genus,174:03:00,44:00:00
9958,Bixzunavirus,Genus,196:06:00,69:07:00
10683,Kayvirus,Genus,99:00:00,39:09:00
10794,Pegunavirus,Genus,121:05:00,107:03:00
16077,Siminovitchvirus,Genus,546:09:00,309:01:00
10871,Pegunavirus,Genus,185:01:00,85:08:00
6200,Kayvirus,Genus,105:08:00,95:06:00
10793,Pegunavirus,Genus,243:05:00,160:05:00
11150,Kostyavirus,Genus,232:01:00,199:05:00
10881,Pegunavirus,Genus,142:08:00,32:07:00
10833,Pegunavirus,Genus,154:03:00,148:02:00
23428,Gordtnkvirus,Genus,1129:04:00,927:08:00
10876,Pegunavirus,Genus,129:06:00,40:03:00
9961,Bixzunavirus,Genus,1212:05:00,791:05:00
5912,Agricanvirus,Genus,300:02:00,299:07:00
10882,Pegunavirus,Genus,175:03:00,156:06:00
30719,Ithacavirus,Genus,161:03:00,111:03:00
31035,Timquatrovirus,Genus,49:01:00,45:07:00
23760,Tequintavirus,Genus,186:01:00,161:03:00
19772,Sepunavirus,Genus,118:07:00,113:04:00
24725,Pakpunavirus,Genus,592:03:00,544:06:00
11131,Kostyavirus,Genus,181:03:00,75:05:00
11671,Pegunavirus,Genus,81:00:00,68:03:00
11198,Kostyavirus,Genus,177:08:00,161:04:00
10792,Pegunavirus,Genus,163:01:00,50:04:00
6160,Kayvirus,Genus,196:05:00,120:06:00
23494,Tinduovirus,Genus,507:08:00,487:05:00
11966,Karamvirus,Genus,217:05:00,214:06:00
12668,Fromanvirus,Genus,33:02:00,
23204,Pagevirus,Genus,411:07:00,92:04:00
8799,Kochikohdavirus,Genus,116:03:00,98:03:00
24359,Acadianvirus,Genus,134:09:00,39:08:00
26462,Chenonavirus,Genus,88:07:00,82:00:00
10841,Pegunavirus,Genus,146:00:00,137:07:00
4975,Cheoctovirus,Genus,378:09:00,179:05:00
21943,Corndogvirus,Genus,224:03:00,100:00:00
18649,Jimmervirus,Genus,238:01:00,230:01:00
22615,Gaprivervirus,Genus,112:06:00,79:01:00
6232,Kayvirus,Genus,54:02:00,
27527,Coopervirus,Genus,106:08:00,35:06:00
23616,Vequintavirus,Genus,307:00:00,202:00:00
6131,Bastillevirus,Genus,152:00:00,151:01:00
11983,Seunavirus,Genus,1550:04:00,1538:03:00
4617,Gaprivervirus,Genus,159:04:00,157:06:00
10890,Pegunavirus,Genus,165:00:00,134:08:00
6208,Pecentumvirus,Genus,132:03:00,130:06:00
18067,Andromedavirus,Genus,205:06:00,118:07:00
6154,Kayvirus,Genus,128:06:00,115:08:00
6153,Kayvirus,Genus,141:05:00,124:07:00
27760,Trigintaduovirus,Genus,162:07:00,153:07:00
9976,Bixzunavirus,Genus,1129:09:00,515:09:00
10338,Firehammervirus,Genus,142:00:00,38:09:00
18087,Andromedavirus,Genus,283:05:00,199:01:00
10594,Fletchervirus,Genus,367:03:00,53:00:00
14408,Cheoctovirus,Genus,254:07:00,248:05:00
6145,Bastillevirus,Genus,324:04:00,318:05:00
17222,Detrevirus,Genus,97:09:00,97:06:00
6196,Kayvirus,Genus,237:06:00,223:06:00
27993,Barnyardvirus,Genus,127:00:00,84:05:00
9297,Pagevirus,Genus,115:06:00,112:08:00
11893,Slopekvirus,Genus,350:05:00,79:00:00
22660,Moonvirus,Genus,150:02:00,119:07:00
16726,Tulanevirus,Genus,110:07:00,105:04:00
12416,Cheoctovirus,Genus,173:07:00,148:02:00
27321,Pepyhexavirus,Genus,162:05:00,139:03:00
8658,Pecentumvirus,Genus,115:03:00,104:02:00
23129,Kochikohdavirus,Genus,1079:05:00,471:03:00
13999,Omegavirus,Genus,225:04:00,189:06:00
27912,Mieseafarmvirus,Genus,211:01:00,60:00:00
30160,Cequinquevirus,Genus,171:06:00,79:04:00
21704,Cheoctovirus,Genus,139:01:00,120:07:00
27921,Mieseafarmvirus,Genus,285:02:00,48:08:00
16901,Bifseptvirus,Genus,115:00:00,110:05:00
23960,Emdodecavirus,Genus,366:07:00,131:09:00
10402,Firehammervirus,Genus,1176:07:00,75:03:00
21983,Corndogvirus,Genus,748:01:00,130:04:00
26556,Xipdecavirus,Genus,223:08:00,190:07:00
4508,Dhakavirus,Genus,133:04:00,129:03:00
6219,Caeruleovirus,Genus,223:07:00,221:06:00
10807,Pegunavirus,Genus,101:00:00,88:03:00
23203,Pagevirus,Genus,1233:06:00,736:09:00
8678,Pecentumvirus,Genus,792:07:00,70:00:00
16675,Pahexavirus,Genus,156:07:00,121:09:00
11167,Kostyavirus,Genus,316:01:00,300:02:00
11554,Felixounavirus,Genus,105:08:00,95:03:00
29137,Certrevirus,Genus,297:03:00,54:03:00
10864,Pegunavirus,Genus,157:02:00,90:09:00
30974,Cequinquevirus,Genus,104:06:00,77:07:00
6184,Bequatrovirus,Genus,744:06:00,614:07:00
11670,Pegunavirus,Genus,112:09:00,103:08:00
6210,Kayvirus,Genus,214:09:00,207:09:00
16670,Pahexavirus,Genus,282:02:00,202:07:00
6249,Bequatrovirus,Genus,94:03:00,93:02:00
8666,Pecentumvirus,Genus,548:03:00,448:08:00
18614,Siminovitchvirus,Genus,455:05:00,306:09:00
6240,Bequatrovirus,Genus,179:09:00,171:05:00
17263,Pahexavirus,Genus,124:02:00,117:02:00
28931,Wphvirus,Genus,272:02:00,260:08:00
14087,Slashvirus,Genus,163:09:00,155:03:00
21968,Corndogvirus,Genus,152:04:00,65:00:00
30227,Alcyoneusvirus,Genus,364:00:00,127:00:00
10513,Fletchervirus,Genus,723:04:00,209:00:00
25959,Svunavirus,Genus,171:06:00,167:05:00
22398,Enhodamvirus,Genus,1348:06:00,1020:06:00
25603,Lomovskayavirus,Genus,261:03:00,168:01:00
1934,Nankokuvirus,Genus,284:08:00,220:06:00
6191,Pecentumvirus,Genus,130:01:00,112:09:00
11991,Friunavirus,Genus,147:09:00,123:05:00
14367,Fromanvirus,Genus,41:09:00,39:09:00
11907,Slopekvirus,Genus,736:03:00,113:01:00
23734,Emdodecavirus,Genus,201:05:00,192:06:00
13769,Rogunavirus,Genus,141:06:00,117:06:00
11380,Phifelvirus,Genus,136:04:00,135:02:00
30835,Helsingorvirus,Genus,268:03:00,122:07:00
4546,Mosigvirus,Genus,252:06:00,251:05:00
22638,Gaprivervirus,Genus,112:06:00,88:02:00
11077,Pegunavirus,Genus,55:09:00,40:07:00
18844,Helsingorvirus,Genus,120:02:00,76:06:00
30191,Slashvirus,Genus,78:01:00,48:06:00
27414,Yuavirus,Genus,80:05:00,62:06:00
6141,Kayvirus,Genus,118:07:00,118:06:00
18692,Psavirus,Genus,105:01:00,103:04:00
6115,Kayvirus,Genus,180:08:00,136:02:00
10796,Pegunavirus,Genus,97:05:00,58:09:00
11816,Krischvirus,Genus,135:07:00,126:03:00
5337,Oshimavirus,Genus,88:02:00,87:07:00
18056,Andromedavirus,Genus,645:06:00,445:04:00
10891,Pegunavirus,Genus,182:01:00,157:09:00
25586,Lomovskayavirus,Genus,486:04:00,285:02:00
14162,Kostyavirus,Genus,110:05:00,57:04:00
14169,Bixzunavirus,Genus,227:07:00,155:00:00
14442,Cheoctovirus,Genus,219:03:00,204:04:00
10457,Firehammervirus,Genus,463:05:00,55:05:00
19768,Silviavirus,Genus,1202:04:00,1143:09:00
22912,Septimatrevirus,Genus,134:03:00,128:03:00
10613,Fletchervirus,Genus,187:03:00,56:03:00
11053,Bixzunavirus,Genus,146:00:00,132:08:00
24344,Liefievirus,Genus,359:08:00,115:04:00
23508,Rauchvirus,Genus,216:05:00,200:07:00
15890,Pipefishvirus,Genus,122:08:00,60:09:00
11366,Phifelvirus,Genus,236:07:00,235:05:00
16563,Ithacavirus,Genus,303:09:00,281:09:00
1875,Detrevirus,Genus,340:02:00,294:07:00
14494,Timquatrovirus,Genus,188:02:00,144:04:00
23496,Tinduovirus,Genus,283:00:00,278:02:00
10622,Fletchervirus,Genus,425:07:00,73:02:00
18159,Biseptimavirus,Genus,312:04:00,311:04:00
10279,Vhmlvirus,Genus,137:05:00,70:05:00
4601,Gelderlandvirus,Genus,192:05:00,190:04:00
9997,Bixzunavirus,Genus,485:09:00,318:06:00
18524,Tsarbombavirus,Genus,261:06:00,249:00:00
10900,Bixzunavirus,Genus,118:09:00,87:00:00
14715,Fromanvirus,Genus,39:08:00,
31030,Pepyhexavirus,Genus,1593:03:00,763:07:00
20783,Rogunavirus,Genus,149:04:00,62:09:00
16225,Agtrevirus,Genus,237:04:00,234:02:00
24549,Moonvirus,Genus,138:06:00,96:04:00
10432,Firehammervirus,Genus,75:04:00,68:09:00
11386,Phifelvirus,Genus,280:04:00,279:02:00
9109,Wbetavirus,Genus,322:00:00,299:01:00
1178,Zindervirus,Genus,84:08:00,83:05:00
24339,Phayoncevirus,Genus,293:01:00,258:02:00
1191,Pipefishvirus,Genus,174:09:00,66:04:00
27731,Chunghsingvirus,Genus,191:08:00,159:00:00
11936,Slopekvirus,Genus,101:01:00,100:09:00
23485,Tinduovirus,Genus,318:08:00,309:04:00
5869,Myxoctovirus,Genus,1012:02:00,737:08:00
4591,Tequatrovirus,Genus,104:09:00,101:05:00
28789,Seunavirus,Genus,305:00:00,290:03:00
18219,Kochikohdavirus,Genus,128:05:00,100:01:00
5014,Pepyhexavirus,Genus,312:04:00,107:01:00
10849,Pegunavirus,Genus,93:06:00,93:04:00
30916,Coopervirus,Genus,90:05:00,76:09:00
11947,Slopekvirus,Genus,306:07:00,202:04:00
15845,Rosebushvirus,Genus,154:07:00,50:07:00
26695,Krischvirus,Genus,96:04:00,78:09:00
22617,Gaprivervirus,Genus,137:06:00,98:09:00
11608,Kagunavirus,Genus,42:01:00,
24131,Emdodecavirus,Genus,198:06:00,118:02:00
29313,Homburgvirus,Genus,978:05:00,
23858,Kochikohdavirus,Genus,187:08:00,58:02:00
23830,Kochikohdavirus,Genus,131:00:00,
18794,Cbastvirus,Genus,142:02:00,
30857,Helsingorvirus,Genus,316:06:00,33:08:00
29195,Certrevirus,Genus,192:03:00,
10399,Firehammervirus,Genus,96:09:00,86:00:00
28179,Dhillonvirus,Genus,148:01:00,42:09:00
29354,Homburgvirus,Genus,407:01:00,
24075,Emdodecavirus,Genus,180:05:00,32:09:00
29339,Homburgvirus,Genus,233:02:00,
23255,Slashvirus,Genus,174:02:00,79:09:00
27996,Barnyardvirus,Genus,36:04:00,
24830,Nankokuvirus,Genus,147:00:00,48:03:00
23352,Nonagvirus,Genus,76:07:00,
17266,Pegunavirus,Genus,78:05:00,
28088,Dhillonvirus,Genus,141:07:00,44:00:00
24139,Emdodecavirus,Genus,156:06:00,41:07:00
29367,Homburgvirus,Genus,162:03:00,
18596,Siminovitchvirus,Genus,257:01:00,85:05:00
18584,Okubovirus,Genus,128:08:00,85:01:00
23864,Kochikohdavirus,Genus,184:03:00,
30853,Helsingorvirus,Genus,321:02:00,39:04:00
10440,Firehammervirus,Genus,161:06:00,44:00:00
18606,Siminovitchvirus,Genus,151:03:00,134:07:00
23358,Nonagvirus,Genus,85:08:00,78:08:00
24985,Lubbockvirus,Genus,126:05:00,124:07:00
27251,Silviavirus,Genus,152:04:00,121:02:00
23900,Kochikohdavirus,Genus,101:04:00,
19972,Saphexavirus,Genus,181:06:00,
28064,Okubovirus,Genus,133:01:00,108:05:00
24055,Emdodecavirus,Genus,237:04:00,47:06:00
12366,Tequatrovirus,Genus,111:05:00,
23932,Emdodecavirus,Genus,207:00:00,39:06:00
29352,Homburgvirus,Genus,151:06:00,
10406,Firehammervirus,Genus,539:06:00,35:06:00
30588,Caeruleovirus,Genus,107:06:00,
28010,Barnyardvirus,Genus,39:03:00,
22277,Omegavirus,Genus,100:06:00,
14928,Fromanvirus,Genus,41:04:00,
24005,Emdodecavirus,Genus,197:02:00,63:08:00
14465,Timquatrovirus,Genus,102:09:00,
24041,Emdodecavirus,Genus,159:07:00,50:03:00
22796,Tegunavirus,Genus,153:08:00,149:06:00
30412,Yokohamavirus,Genus,187:06:00,168:09:00
30854,Helsingorvirus,Genus,155:05:00,33:05:00
23940,Emdodecavirus,Genus,155:07:00,39:09:00
29381,Homburgvirus,Genus,91:05:00,
29214,Certrevirus,Genus,179:02:00,
23815,Kochikohdavirus,Genus,321:07:00,
23283,Slashvirus,Genus,140:08:00,41:02:00
23828,Kochikohdavirus,Genus,162:03:00,
23816,Kochikohdavirus,Genus,162:06:00,
13134,Schizotequatrovirus,Genus,101:03:00,
23868,Kochikohdavirus,Genus,225:07:00,
28404,Karamvirus,Genus,176:02:00,163:01:00
28630,Pakpunavirus,Genus,106:01:00,80:02:00
24100,Emdodecavirus,Genus,207:06:00,35:01:00
23289,Slashvirus,Genus,130:08:00,51:07:00
21793,Cepunavirus,Genus,386:04:00,36:02:00
23914,Emdodecavirus,Genus,147:02:00,31:07:00
29348,Homburgvirus,Genus,366:03:00,
23826,Kochikohdavirus,Genus,312:05:00,
24006,Emdodecavirus,Genus,117:04:00,75:07:00
16219,Schizotequatrovirus,Genus,201:00:00,
16207,Schizotequatrovirus,Genus,191:06:00,
25601,Lomovskayavirus,Genus,150:03:00,48:05:00
29312,Homburgvirus,Genus,435:02:00,
23414,Gordtnkvirus,Genus,193:09:00,48:01:00
25590,Lomovskayavirus,Genus,127:01:00,56:03:00
27951,Barnyardvirus,Genus,137:06:00,
23844,Kochikohdavirus,Genus,163:02:00,
23824,Kochikohdavirus,Genus,194:01:00,
29309,Homburgvirus,Genus,207:01:00,
10275,Vhmlvirus,Genus,314:05:00,94:04:00
28989,Wphvirus,Genus,121:03:00,32:00:00
14020,Omegavirus,Genus,140:06:00,41:05:00
30745,Lightbulbvirus,Genus,140:09:00,
30937,Bequatrovirus,Genus,130:09:00,32:03:00
30852,Helsingorvirus,Genus,166:00:00,65:09:00
29350,Homburgvirus,Genus,58:04:00,
24602,Slopekvirus,Genus,206:03:00,60:03:00
13090,Schizotequatrovirus,Genus,214:02:00,
29310,Homburgvirus,Genus,465:06:00,
12936,Schizotequatrovirus,Genus,103:05:00,
30198,Nitunavirus,Genus,107:02:00,
29191,Certrevirus,Genus,303:08:00,
29323,Homburgvirus,Genus,134:02:00,
26718,Krischvirus,Genus,247:09:00,
28534,Nankokuvirus,Genus,195:06:00,127:08:00
23854,Kochikohdavirus,Genus,316:02:00,
16182,Fromanvirus,Genus,221:01:00,
18489,Siminovitchvirus,Genus,129:03:00,42:08:00
23936,Emdodecavirus,Genus,137:02:00,37:04:00
10568,Fletchervirus,Genus,207:07:00,
29127,Certrevirus,Genus,131:04:00,
29379,Homburgvirus,Genus,140:04:00,
23304,Slashvirus,Genus,113:07:00,37:02:00
14722,Fromanvirus,Genus,117:08:00,
29380,Homburgvirus,Genus,205:04:00,
28062,Okubovirus,Genus,167:05:00,150:07:00
14206,Fromanvirus,Genus,127:06:00,36:05:00
28820,Seunavirus,Genus,143:01:00,
14360,Fromanvirus,Genus,176:03:00,
26985,Lessievirus,Genus,105:01:00,82:04:00
23438,Gordtnkvirus,Genus,261:04:00,49:04:00
29369,Homburgvirus,Genus,168:02:00,33:09:00
27952,Barnyardvirus,Genus,202:07:00,54:00:00
30176,Cequinquevirus,Genus,85:00:00,55:00:00
18099,Andromedavirus,Genus,39:07:00,
30986,Kayvirus,Genus,118:01:00,41:09:00
13264,Phikzvirus,Genus,158:08:00,144:06:00
19987,Saphexavirus,Genus,115:07:00,
30531,Andromedavirus,Genus,111:03:00,89:00:00
27717,Seunavirus,Genus,108:06:00,101:06:00
26613,Krischvirus,Genus,233:08:00,
19994,Saphexavirus,Genus,166:01:00,
24588,Slopekvirus,Genus,131:06:00,
21758,Pecentumvirus,Genus,199:00:00,42:00:00
21010,Agatevirus,Genus,131:04:00,53:05:00
6314,Teseptimavirus,Genus,76:07:00,
26830,Karamvirus,Genus,36:08:00,34:05:00
29106,Certrevirus,Genus,131:01:00,43:08:00
29481,Bastillevirus,Genus,143:03:00,124:00:00
23810,Felixounavirus,Genus,162:08:00,
28127,Tequatrovirus,Genus,168:07:00,147:05:00
30845,Helsingorvirus,Genus,127:00:00,33:00:00
19996,Saphexavirus,Genus,172:05:00,
29315,Homburgvirus,Genus,260:05:00,33:05:00
17945,Gamaleyavirus,Genus,164:03:00,34:04:00
30963,Bequatrovirus,Genus,363:00:00,
12921,Schizotequatrovirus,Genus,128:03:00,
26597,Krischvirus,Genus,240:02:00,
12348,Tequatrovirus,Genus,45:02:00,41:02:00
23813,Kochikohdavirus,Genus,314:00:00,54:00:00
26676,Krischvirus,Genus,133:08:00,49:07:00
20009,Saphexavirus,Genus,287:00:00,
28001,Barnyardvirus,Genus,71:00:00,
22747,Teseptimavirus,Genus,146:06:00,83:05:00
18495,Siminovitchvirus,Genus,203:07:00,42:08:00
26640,Krischvirus,Genus,140:05:00,
23969,Emdodecavirus,Genus,164:01:00,33:08:00
23492,Gordtnkvirus,Genus,172:04:00,67:02:00
26621,Krischvirus,Genus,113:03:00,
24362,Acadianvirus,Genus,90:00:00,32:08:00
23448,Gordtnkvirus,Genus,129:02:00,40:03:00
21927,Baltimorevirus,Genus,102:02:00,
14375,Fromanvirus,Genus,143:07:00,
17854,Elvirus,Genus,257:01:00,248:03:00
30828,Helsingorvirus,Genus,173:01:00,36:06:00
23034,Kuravirus,Genus,345:00:00,
29109,Certrevirus,Genus,278:07:00,38:06:00
23010,Kuravirus,Genus,155:02:00,
19978,Saphexavirus,Genus,119:04:00,
27946,Barnyardvirus,Genus,81:04:00,31:09:00
24044,Emdodecavirus,Genus,170:06:00,
23737,Emdodecavirus,Genus,242:01:00,32:00:00
23953,Emdodecavirus,Genus,173:00:00,53:03:00
26654,Krischvirus,Genus,137:05:00,
26682,Krischvirus,Genus,144:04:00,
23847,Kochikohdavirus,Genus,161:04:00,44:00:00
22621,Gaprivervirus,Genus,219:07:00,
13107,Schizotequatrovirus,Genus,118:09:00,
17960,Gamaleyavirus,Genus,156:04:00,101:00:00
29274,Limdunavirus,Genus,360:00:00,
24897,Nankokuvirus,Genus,120:05:00,46:06:00
10536,Fletchervirus,Genus,138:03:00,
12914,Schizotequatrovirus,Genus,103:00:00,
12965,Schizotequatrovirus,Genus,376:01:00,
29273,Limdunavirus,Genus,230:09:00,
13132,Schizotequatrovirus,Genus,416:07:00,
18802,Lightbulbvirus,Genus,209:01:00,
27379,Septimatrevirus,Genus,208:04:00,
10574,Fletchervirus,Genus,132:02:00,
18618,Siminovitchvirus,Genus,190:07:00,165:01:00
12915,Schizotequatrovirus,Genus,313:02:00,
14154,Omegavirus,Genus,213:03:00,68:00:00
29362,Homburgvirus,Genus,195:01:00,36:00:00
25602,Lomovskayavirus,Genus,214:03:00,67:05:00
13109,Schizotequatrovirus,Genus,349:08:00,
13031,Schizotequatrovirus,Genus,50:07:00,
26697,Krischvirus,Genus,124:06:00,
30938,Bequatrovirus,Genus,119:04:00,
13129,Schizotequatrovirus,Genus,146:06:00,
10618,Fletchervirus,Genus,130:00:00,
14407,Omegavirus,Genus,257:05:00,34:07:00
17859,Elvirus,Genus,432:07:00,415:05:00
23371,Nonagvirus,Genus,266:08:00,153:06:00
11853,Slopekvirus,Genus,162:06:00,
26643,Krischvirus,Genus,119:04:00,
29370,Homburgvirus,Genus,152:05:00,36:05:00
10557,Fletchervirus,Genus,218:00:00,
13324,Phikzvirus,Genus,96:02:00,
29382,Homburgvirus,Genus,291:00:00,47:09:00
13306,Phikzvirus,Genus,108:07:00,
30959,Bequatrovirus,Genus,161:07:00,
24539,Moonvirus,Genus,184:03:00,183:02:00
18074,Andromedavirus,Genus,108:02:00,
18572,Siminovitchvirus,Genus,134:02:00,99:06:00
16214,Schizotequatrovirus,Genus,207:09:00,53:01:00
13040,Schizotequatrovirus,Genus,222:00:00,
26666,Krischvirus,Genus,178:02:00,
12926,Schizotequatrovirus,Genus,151:05:00,
29325,Homburgvirus,Genus,150:07:00,49:08:00
29334,Homburgvirus,Genus,142:08:00,38:04:00
29566,Bequatrovirus,Genus,109:06:00,
24143,Emdodecavirus,Genus,270:08:00,93:07:00
30518,Gelderlandvirus,Genus,156:04:00,44:06:00
30182,Cequinquevirus,Genus,104:04:00,
14918,Fromanvirus,Genus,78:05:00,
30710,Ithacavirus,Genus,144:03:00,42:00:00
23736,Emdodecavirus,Genus,157:06:00,32:00:00
26651,Krischvirus,Genus,117:08:00,
18505,Siminovitchvirus,Genus,545:02:00,412:06:00
23017,Kuravirus,Genus,294:05:00,
22278,Omegavirus,Genus,310:00:00,33:07:00
28069,Okubovirus,Genus,169:07:00,168:07:00
12997,Schizotequatrovirus,Genus,148:02:00,
1921,Detrevirus,Genus,199:07:00,82:06:00
25580,Lomovskayavirus,Genus,303:06:00,210:09:00
23402,Gordtnkvirus,Genus,182:05:00,50:06:00
12917,Schizotequatrovirus,Genus,112:05:00,
13065,Schizotequatrovirus,Genus,430:01:00,
22647,Gaprivervirus,Genus,109:01:00,32:04:00
26671,Krischvirus,Genus,233:07:00,
30281,Asteriusvirus,Genus,219:00:00,216:05:00
29413,Bastillevirus,Genus,189:03:00,153:05:00
18088,Andromedavirus,Genus,197:00:00,
22525,Tequintavirus,Genus,124:01:00,91:04:00
13842,Saphexavirus,Genus,129:03:00,
22242,Timquatrovirus,Genus,79:04:00,
26694,Krischvirus,Genus,66:06:00,
23942,Emdodecavirus,Genus,162:09:00,40:06:00
29603,Bequatrovirus,Genus,140:00:00,50:08:00
27945,Barnyardvirus,Genus,118:08:00,33:02:00
23965,Emdodecavirus,Genus,674:05:00,152:06:00
26606,Krischvirus,Genus,279:04:00,
24585,Slopekvirus,Genus,195:03:00,
11913,Slopekvirus,Genus,113:05:00,54:03:00
26689,Krischvirus,Genus,270:03:00,
19981,Saphexavirus,Genus,238:01:00,
26965,Lessievirus,Genus,150:00:00,60:06:00
29559,Bequatrovirus,Genus,169:06:00,87:00:00
13131,Schizotequatrovirus,Genus,124:00:00,
29331,Homburgvirus,Genus,194:07:00,38:05:00
19977,Saphexavirus,Genus,131:05:00,
13283,Phikzvirus,Genus,454:01:00,
19985,Saphexavirus,Genus,134:08:00,
29182,Certrevirus,Genus,135:08:00,38:03:00
24348,Liefievirus,Genus,48:01:00,
24580,Slopekvirus,Genus,178:08:00,
16221,Schizotequatrovirus,Genus,69:05:00,
30185,Cequinquevirus,Genus,155:04:00,
19656,Schizotequatrovirus,Genus,114:07:00,32:06:00
23856,Kochikohdavirus,Genus,79:03:00,33:09:00
25582,Lomovskayavirus,Genus,172:06:00,113:01:00
13284,Phikzvirus,Genus,88:00:00,
13113,Schizotequatrovirus,Genus,183:08:00,
18481,Siminovitchvirus,Genus,179:06:00,152:05:00
22363,Fromanvirus,Genus,49:04:00,
29157,Certrevirus,Genus,121:06:00,84:05:00
30516,Gelderlandvirus,Genus,241:04:00,32:06:00
24027,Emdodecavirus,Genus,119:02:00,111:00:00
27763,Dhakavirus,Genus,217:09:00,
20790,Rogunavirus,Genus,100:05:00,42:07:00
26685,Krischvirus,Genus,203:08:00,
17868,Elvirus,Genus,216:02:00,208:04:00
16208,Schizotequatrovirus,Genus,78:09:00,33:01:00
23899,Kochikohdavirus,Genus,308:05:00,44:00:00
28828,Seunavirus,Genus,259:05:00,239:04:00
19973,Saphexavirus,Genus,115:08:00,
23974,Emdodecavirus,Genus,135:08:00,49:09:00
13135,Schizotequatrovirus,Genus,269:01:00,41:06:00
30171,Cequinquevirus,Genus,82:07:00,
29360,Homburgvirus,Genus,160:06:00,38:03:00
26472,Barnyardvirus,Genus,145:08:00,
29298,Homburgvirus,Genus,137:02:00,38:03:00
10429,Firehammervirus,Genus,169:00:00,40:08:00
29357,Homburgvirus,Genus,136:02:00,40:03:00
13302,Phikzvirus,Genus,125:09:00,
13103,Schizotequatrovirus,Genus,194:06:00,
10565,Fletchervirus,Genus,539:01:00,
13044,Schizotequatrovirus,Genus,51:06:00,
13052,Schizotequatrovirus,Genus,68:02:00,35:00:00
22685,Fromanvirus,Genus,167:05:00,36:08:00
9892,Salasvirus,Genus,234:04:00,109:00:00
12935,Schizotequatrovirus,Genus,181:00:00,
13014,Schizotequatrovirus,Genus,132:02:00,
29279,Limdunavirus,Genus,238:02:00,
26649,Krischvirus,Genus,130:08:00,
31119,Unaquatrovirus,Genus,130:06:00,65:00:00
20791,Rogunavirus,Genus,135:08:00,103:08:00
23908,Emdodecavirus,Genus,390:00:00,44:04:00
23262,Slashvirus,Genus,109:06:00,50:04:00
24901,Nankokuvirus,Genus,150:03:00,41:02:00
24123,Emdodecavirus,Genus,123:07:00,54:05:00
13266,Phikzvirus,Genus,277:01:00,69:01:00
23354,Nonagvirus,Genus,279:01:00,97:02:00
30520,Gelderlandvirus,Genus,190:03:00,54:04:00
21009,Agatevirus,Genus,184:05:00,48:02:00
22422,Enhodamvirus,Genus,291:03:00,
16400,Fromanvirus,Genus,167:07:00,38:07:00
10288,Vhmlvirus,Genus,175:07:00,35:09:00
10874,Pegunavirus,Genus,169:08:00,
26625,Krischvirus,Genus,173:06:00,
29326,Homburgvirus,Genus,120:05:00,35:05:00
13123,Schizotequatrovirus,Genus,56:06:00,
26650,Krischvirus,Genus,336:06:00,
23101,Kuravirus,Genus,104:06:00,
26630,Krischvirus,Genus,237:02:00,
28852,Seunavirus,Genus,146:05:00,133:05:00
29361,Homburgvirus,Genus,154:04:00,40:01:00
10543,Fletchervirus,Genus,105:08:00,
30886,Nitunavirus,Genus,39:08:00,
30410,Agatevirus,Genus,133:05:00,100:08:00
29335,Homburgvirus,Genus,282:09:00,
18512,Siminovitchvirus,Genus,287:03:00,43:08:00
28007,Barnyardvirus,Genus,209:03:00,75:04:00
30942,Bequatrovirus,Genus,104:09:00,
26747,Tulanevirus,Genus,87:02:00,76:00:00
26598,Krischvirus,Genus,197:01:00,
13049,Schizotequatrovirus,Genus,259:06:00,
30833,Helsingorvirus,Genus,156:04:00,40:04:00
29278,Limdunavirus,Genus,111:05:00,
24127,Emdodecavirus,Genus,211:07:00,44:09:00
27532,Fromanvirus,Genus,118:05:00,50:05:00
26706,Krischvirus,Genus,261:07:00,
23070,Kuravirus,Genus,102:04:00,66:00:00
24582,Slopekvirus,Genus,242:08:00,
24513,Barnyardvirus,Genus,157:00:00,126:02:00
29145,Certrevirus,Genus,134:07:00,
24132,Emdodecavirus,Genus,204:00:00,37:06:00
24335,Bignuzvirus,Genus,192:03:00,181:02:00
24067,Emdodecavirus,Genus,237:04:00,44:01:00
14763,Fromanvirus,Genus,65:03:00,62:01:00
10553,Fletchervirus,Genus,144:06:00,
9901,Salasvirus,Genus,48:06:00,36:05:00
27955,Barnyardvirus,Genus,44:02:00,
30961,Bequatrovirus,Genus,145:08:00,32:05:00
26605,Krischvirus,Genus,370:05:00,
23042,Kuravirus,Genus,203:01:00,41:09:00
10401,Firehammervirus,Genus,239:05:00,223:01:00
14083,Omegavirus,Genus,165:05:00,
23117,Kochikohdavirus,Genus,149:06:00,38:04:00
28533,Nankokuvirus,Genus,363:00:00,
29299,Homburgvirus,Genus,128:05:00,107:07:00
13106,Schizotequatrovirus,Genus,180:02:00,
30944,Bequatrovirus,Genus,225:09:00,
27533,Cheoctovirus,Genus,176:04:00,75:05:00
14405,Omegavirus,Genus,51:08:00,
12931,Schizotequatrovirus,Genus,290:04:00,
19971,Saphexavirus,Genus,173:00:00,
23433,Gordtnkvirus,Genus,118:00:00,97:06:00
24534,Moonvirus,Genus,130:03:00,102:08:00
23958,Emdodecavirus,Genus,552:02:00,179:04:00
26602,Krischvirus,Genus,124:01:00,
16183,Fromanvirus,Genus,125:00:00,34:01:00
26655,Krischvirus,Genus,41:09:00,
